Country Rank,Country name,Regional indicator,Ladder score,Standard error of ladder score,upperwhisker,diff_whisker,lowerwhisker,Logged GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Ladder score in Dystopia,Explained by: Log GDP per capita,GDPRatio,Explained by: Social support,SocialRatio,Explained by: Healthy life expectancy,LifeExpectancyRatio,Explained by: Freedom to make life choices,FreedomRatio,Explained by: Generosity,GenerosityRatio,Explained by: Perceptions of corruption,CorruptionRatio,Dystopia + residual,(D+R) Ratio,Residual (+/-),Life Ladder 2018,Positive Affect 2018,Negative Affect 2018,Std. Dev. of Ladder Score 2018,"Gini of Household income reported in Gallup, by wp5-year 2018","GINI index (World Bank estimate), avg. 2000-16",Confidence in National Government 2018 ,Ladder score change from 2008-2012,Years missing from data set ,Total sample size 2017-2019,Most Recent Mode,Sample size 2019,Sample size 2018,Sample size 2017,Mode of interview 2019,Mode of interview 2018,Mode of interview 2017,Boolean Mode Change,Languages of interview 2019,Languages of interview 2018,Langauges of interview 2017,Avg. % of excluded population,% of excluded population 2019,% of excluded population 2018,% of excluded population 2018,Non-numeric exclusions,Notes 2019,Notes 2018,Notes 2017,2016 Suicide Rate (Both Genders),Notes on Suicide Data,"Mortality rate due to homicide (per 100,000 population) 2017",Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE)z (%) 2017,Age-standardized prevalence of raised blood pressure among persons aged 18+ yearsaj (SBP of >140 mmHg and/or DBP >90 mmHg) 2015
72,Montenegro,Central and Eastern Europe,5.54610014,0.04898582,5.642112255,0.192024231,5.450088024,9.751860619,0.855314612,68.50534821,0.649565637,-0.075600356,0.783121586,1.972316742,1.010150075,0.182137006,1.265657902,0.228206825,0.839028895,0.15128268,0.303223848,0.054673345,0.14901033,0.026867587,0.098435111,0.017748528,1.880565882,0.33907896,-0.09175086,5.65019,0.589933,0.354935,2.270363,0.406529,0.3094,0.398499,0.372382641,0,3080,Face-to-Face (HH)*,1080,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"Montenegrin, Serbian ","Montenegrin, Serbian ","Montenegrin, Serbian ",0.005,,,0.015,,,,Some very small and remote villages (less than 150 people) were excluded from the sampling frame. This represents about 0.5-1.5% of the total population.,10.3,,2.1,,29.1
73,Russia,Commonwealth of Independent States,5.546000004,0.039609671,5.623634815,0.155269623,5.468365192,10.12887192,0.903150737,64.10045624,0.729892612,-0.151153743,0.864802599,1.972316742,1.126999617,0.203209451,1.378644109,0.248583503,0.68044591,0.122691293,0.399499595,0.072033825,0.099041916,0.017858261,0.045699362,0.008240058,1.815716743,0.32739213,-0.156599999,5.5135,0.673346,0.198796,2.181481,0.395371,0.3975,0.455839,0.10481596,0,7003,Face-to-Face (HH)*,3003,2000,2000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Russian,Russian,Russian,0.1,0.05,0.05,0.2,,People living in very remote or difficult to access areas were excluded. The excluded areas represent approximately 5% of the population.,People living in very remote or difficult to access areas were excluded. The excluded areas represent approximately 5% of the population.,"People living in remote or difficult-to- access areas in the Far North, North Caucasus and Far East (Nenets autonomous region, Yamalo-Nenets autonomous region, Chukotsk region) were excluded. In addition, other very remote or difficult to access districts were excluded. The excluded areas represent about 20% of the population. ",31,Name Change,9.1,8.8,27.2
74,Kyrgyzstan,Commonwealth of Independent States,5.541500092,0.043677468,5.627108097,0.171216011,5.455892086,8.148405075,0.887228489,64.10601044,0.909374893,0.154772058,0.888396084,1.972316742,0.513180971,0.092606869,1.341036677,0.241998855,0.680645883,0.122827009,0.614617765,0.110911803,0.30137074,0.054384325,0.030466691,0.005497914,2.060206652,0.37177779,0.08788991,5.297383,0.763271,0.2033,1.901606,0.388922,0.304118,0.497066,0.555073261,0,3080,Face-to-Face (HH)*,1080,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"Kyrgyz, Russian, Uzbek ","Kyrgyz, Russian, Uzbek ","Kyrgyz, Russian, Uzbek ",0,,,,,,,,8.3,,4.1,6.2,26.7
75,Belarus,Commonwealth of Independent States,5.539899826,0.037060037,5.612537384,0.145275116,5.467262268,9.779945374,0.90674746,66.10433197,0.639163077,-0.164926544,0.63571167,1.972316742,1.018854499,0.18391208,1.38713932,0.250390686,0.75258857,0.135848769,0.290755868,0.052483958,0.08993306,0.016233698,0.193607435,0.034947822,1.8069911,0.32617758,-0.165325642,5.23377,0.450333,0.235729,1.690107,0.293444,0.281294,0.421279,0.031939507,0,3242,Face-to-Face (HH)*,1128,1061,1053,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Russian,Russian,Russian,0,,,,,,,,26.2,,3.5,10.6,27.1
76,North Cyprus,Western Europe,5.53550005,0.051037241,5.635532856,0.200065613,5.435467243,10.40570259,0.820356607,73.70222473,0.79529351,0.000227159,0.62611568,1.972316742,1.21279943,0.219094828,1.183089137,0.213727599,1.026124597,0.185371617,0.477885723,0.086331085,0.199160054,0.035978692,0.199802905,0.036094825,1.23668766,0.22341029,-0.735629082,5.608056,0.480453,0.261868,1.807883,0.200969,,0.378324,0.072244167,0,3050,Landline and Mobile Telephone,1050,1000,1000,Landline and Mobile Telephone,Landline and Mobile Telephone,Landline and Mobile Telephone,,Turkish,Turkish,Norwegian,0,,,,,,,,5.3,Used total Cyprus #s,,,
77,Greece,Western Europe,5.514999866,0.046931833,5.606986046,0.183972359,5.423013687,10.13232613,0.814380348,72.40525818,0.541345119,-0.300907373,0.859931409,1.972316742,1.128070116,0.20454581,1.168973565,0.211962574,0.979431748,0.177594156,0.173516348,0.031462621,0,0,0.048844352,0.008856637,2.016179085,0.36558099,0.043862343,5.409289,0.665699,0.255007,2.079771,0.315494,0.346385,0.157049,-0.070995331,0,3080,Face-to-Face (HH)*,1080,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Greek,Greek,Greek,0,,,,,,,,5,,0.8,10.2,19.1
78,Hong Kong S.A.R. of China,East Asia,5.510399818,0.046019029,5.600596905,0.180394173,5.420202732,10.9346714,0.845969081,76.77170563,0.779833794,0.134979904,0.420607209,1.972316742,1.376746058,0.249845039,1.243584275,0.2256795,1.136630654,0.206270088,0.459356517,0.08336174,0.288280904,0.052315787,0.332485437,0.060337806,0.673293114,0.12218589,-1.299023628,,,,,,,,0.076621056,1,2011,Landline and Mobile Telephone,1004,0,1007,Landline and Mobile Telephone,,Landline and Mobile Telephone,,Chinese,,Chinese,0,,,,,,,,,,,,
79,Croatia,Central and Eastern Europe,5.504700184,0.037783645,5.578756332,0.148112297,5.430644035,10.07087517,0.874623716,70.21490479,0.714838803,-0.128538325,0.916495264,1.972316742,1.109024286,0.201468608,1.311264873,0.238208227,0.900575578,0.163601204,0.381456882,0.069296577,0.113998979,0.020709389,0.012325006,0.002238997,1.676029205,0.30447239,-0.296287537,5.536271,0.582044,0.290376,1.703681,0.32249,0.321429,0.248181,-0.103366852,0,3080,Face-to-Face (HH)*,1080,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Croatian,Croatian,Croatian,0,,,,,,,,16.5,,1.1,12.4,32.4
80,Libya,Middle East and North Africa,5.488800049,0.060677204,5.607727528,0.237854958,5.36987257,9.789815903,0.825942934,62.29999924,0.773157001,-0.085054487,0.668779135,1.972316742,1.021913767,0.186181635,1.196283698,0.21794995,0.615626633,0.112160514,0.451354057,0.082231827,0.142757699,0.026008909,0.172258079,0.031383559,1.888563156,0.34407578,-0.083753586,5.493978,0.705535,0.398903,2.472343,0.596754,,,-0.265636921,0,3051,Mobile Telephone,1040,1004,1007,Mobile Telephone,Mobile Telephone,Mobile Telephone,,Arabic,Arabic,Arabic,0,,,,,,,,5.2,,2.4,,23.7
81,Mongolia,East Asia,5.456200123,0.040313236,5.535213947,0.158027649,5.377186298,9.412186623,0.937142491,62.30448532,0.693351328,0.098093867,0.863511205,1.972316742,0.904872775,0.165843033,1.458930612,0.267389498,0.615788162,0.11286026,0.355703115,0.065192461,0.263885736,0.04836438,0.046533126,0.008528486,1.810527563,0.33182939,-0.161789179,5.464623,0.654125,0.19189,2.010124,0.36435,0.334,0.270371,0.706353664,0,3070,Face-to-Face (HH)*,1070,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Mongolian,Mongolian,Mongolian,0,,,,,,,,13,,7.1,8.2,29
82,Malaysia,Southeast Asia,5.384300232,0.048802696,5.479953289,0.191306114,5.288647175,10.26251888,0.816509426,67.10215759,0.894626856,0.114726797,0.839302301,1.972316742,1.168421626,0.217005289,1.17400229,0.218041758,0.788511872,0.14644649,0.596941531,0.110867059,0.274886161,0.051053275,0.062163133,0.011545258,1.319420815,0.24504964,-0.652895927,5.338818,0.824455,0.200367,1.642823,0.444762,0.439833,0.732398,-0.309556961,1,2060,Face-to-Face (HH)*,1060,1000,0,Face-to-Face (HH)*,Face-to-Face (HH)*,,,"Bahasa Malay, Chinese, English ","Bahasa Malay, Chinese, English ",,0,,,,,,,,5.5,,2.7,8.9,22.9
83,Vietnam,Southeast Asia,5.353499889,0.033800762,5.41974926,0.132498741,5.287250519,8.809545517,0.849987149,67.9527359,0.939592957,-0.094533332,0.79642123,1.972316742,0.718092382,0.134135126,1.253074765,0.23406646,0.819133997,0.153009062,0.650835574,0.121571979,0.136488721,0.025495232,0.089848459,0.016783125,1.685977936,0.31493004,-0.286338806,5.295547,0.692222,0.191061,1.676448,0.415666,0.36275,,-0.130469799,0,4014,Face-to-Face (HH)*,2000,1012,1002,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Vietnamese,Vietnamese,Vietnamese,0.1333333333,0.02,0.19,0.19,,Long An province was excluded. The excluded areas represent less than 2% of the population.,"Eleven provinces were excluded: An Giang, Dac Lak, Dien Bien, Gia Lai, Ha Giang, Ha Tinh, Kien Giang, Kon Tum, Nghe An, Quang Binh, Thanh Hoa. The excluded areas represent approximately 19% of the population. ","Eleven provinces were excluded: An Giang, Dac Lak, Dien Bien, Gia Lai, Ha Giang, Ha Tinh, Kien Giang, Kon Tum, Nghe An, Quang Binh, Thanh Hoa. The excluded areas represent approximately 19% of the population. ",7.3,,1.7,9.5,23.4
84,Indonesia,Southeast Asia,5.285600185,0.047692381,5.379077435,0.186954499,5.192122936,9.36975193,0.808379889,62.15584946,0.870614409,0.519586504,0.876296401,1.972316742,0.891720712,0.16870756,1.154800892,0.218480561,0.610437036,0.115490581,0.568161428,0.10749232,0.542646527,0.102665073,0.038278613,0.007242056,1.479573488,0.27992535,-0.492743254,5.340296,0.863718,0.295987,2.530802,0.464347,0.395,0.837603,-0.003786087,0,4192,Face-to-Face (HH)*,2192,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Bahasa Indonesia,Bahasa Indonesia,Bahasa Indonesia,0,,,,,,,,3.4,,4.5,8.7,23.8
85,Ivory Coast,Sub-Saharan Africa,5.233300209,0.073095515,5.376567364,0.28653431,5.090033054,8.225561142,0.658048689,49.50377274,0.727909327,-0.043991156,0.790771961,1.972316742,0.537094414,0.102630155,0.799727261,0.152815094,0.154942513,0.029607037,0.397122532,0.075883767,0.169915587,0.032468152,0.093495794,0.017865551,3.081022501,0.58873414,1.108705759,5.268375,0.682098,0.385631,3.078241,0.520244,0.42,0.535439,1.036139011,0,3000,Face-to-Face (HH)*,1000,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"French, Dioula ","French, Dioula ","French, Dioula ",0,,,,,,,,14.5,Name Change,11.8,5.1,27.2
86,Benin,Sub-Saharan Africa,5.21600008,0.077759244,5.368408203,0.304816246,5.063591957,7.674319744,0.468671143,54.31246567,0.735182583,-0.003537213,0.740532577,1.972316742,0.366244704,0.070215625,0.352428436,0.0675668,0.328062952,0.062895504,0.40583989,0.077806726,0.196670428,0.03770522,0.125931874,0.02414338,3.440809727,0.65966443,1.468492985,5.819827,0.646655,0.467872,3.313298,0.606243,0.432667,0.63922,1.643526316,0,3000,Face-to-Face (HH)*,1000,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"Bariba, Fon, French ","Bariba, Fon, French, Anago ","Bariba, Fon, French, Anago ",0,,,,,,,,9.9,,6.3,4.6,27.7
87,Maldives,South Asia,5.197599888,0.071985401,5.338691235,0.282182694,5.056508541,9.518632889,0.91316092,70.59999847,0.853962779,0.038085498,0.824211061,1.972316742,0.937864304,0.180441805,1.402287602,0.269795219,0.914439559,0.175934966,0.548203647,0.10547246,0.224198252,0.043134958,0.071906492,0.013834557,1.098674774,0.21138118,-0.873641968,,,,,,,,,2,1000,Face-to-Face (HH)*,0,0,1000,,,Face-to-Face (HH)*,,,,Dhivehi,0,,,,Time,,,Interviewing in Male was conducted in 2017; interviewing in remainder of the country was conducted in 2018/2019.,2.3,,1.9,21.8,24.4
88,Congo (Brazzaville),Sub-Saharan Africa,5.194399834,0.077028967,5.345376492,0.301953316,5.043423176,8.536987305,0.640228093,57.92448044,0.719058514,-0.123674095,0.751779079,1.972316742,0.633616745,0.121980742,0.757636011,0.145856314,0.458101124,0.088191348,0.386514395,0.074409827,0.117216013,0.022565843,0.118670784,0.022845909,2.722619534,0.52414516,0.750302792,5.490214,0.587507,0.447646,3.346595,0.597127,0.481,0.473674,1.076189041,0,3090,Face-to-Face (HH)*,1090,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"French, Kituba, Lingala ","French, Kituba, Lingala ","French, Kituba, Lingala ",0,,,,,,,,5.9,Congo,10.3,3.4,26.2
89,Azerbaijan,Commonwealth of Independent States,5.164800167,0.034197241,5.231826782,0.13405323,5.097773552,9.687726974,0.819308281,65.50839996,0.786824107,-0.240255281,0.55253756,1.972316742,0.990272701,0.19173495,1.180613041,0.228588329,0.731134057,0.141560958,0.467734724,0.090562018,0.040113214,0.007766654,0.247307181,0.047883204,1.507632971,0.29190538,-0.464683771,5.167995,0.592575,0.191392,1.863302,0.26041,0.211,0.834372,0.524094582,0,3080,Face-to-Face,1080,1000,1000,Face-to-Face,Face-to-Face,Face-to-Face (HH)*,Y,"Azeri, Russian ","Azeri, Russian ","Azeri, Russian ",0.14,0.14,0.14,0.14,,"Kelbadjaro-Lacha, Nakhichevan and Nagorno-Karabakh territories not included. These areas represent approximately 14% of the total population. ","Kelbadjaro-Lacha, Nakhichevan and Nagorno-Karabakh territories not included. These areas represent approximately 14% of the total population. ","Kelbadjaro-Lacha, Nakhichevan and Nagorno-Karabakh territories not included. These areas represent approximately 14% of the total population. ",2.6,,2.5,2.8,24.5
90,Macedonia,Central and Eastern Europe,5.159800053,0.046761535,5.251452446,0.183304787,5.068147659,9.510591507,0.820392311,67.50442505,0.738840938,-0.019877451,0.897490501,1.972316742,0.935371995,0.181280667,1.183173537,0.229306083,0.802994132,0.155625048,0.410224587,0.07950397,0.18586354,0.036021462,0.024595059,0.004766669,1.617594957,0.31349954,-0.354721785,5.239835,0.590138,0.298353,2.150597,0.340063,0.390167,0.396142,0.622036934,0,3096,Face-to-Face (HH)*,1080,1008,1008,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"Macedonian, Albanian ","Macedonian, Albanian ","Macedonian, Albanian ",0,,,,,,,,7.9,Name Change,1.5,12.8,28.5
91,Ghana,Sub-Saharan Africa,5.147999763,0.058634609,5.262923717,0.229847908,5.033075809,8.350645065,0.728601098,57.20398712,0.794796526,0.094170853,0.847964764,1.972316742,0.575862467,0.111861401,0.96636796,0.187717173,0.432162255,0.083947606,0.477290064,0.092713692,0.261291206,0.05075587,0.056570381,0.010988808,2.378437281,0.46201193,0.406120539,,,,,,,,0.259289265,0,3010,Face-to-Face (HH)*,1010,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"English, Ewe, Twi, Dagbani ","English, Ewe, Twi, Dagbani ","English, Ewe, Hausa,Twi, Dagbani ",0,,,,,,,,5.4,,5.9,6.1,23.7
92,Nepal,South Asia,5.137199879,0.057692084,5.250276566,0.226153374,5.024123192,7.925357342,0.785512447,63.77917862,0.797565043,0.154168829,0.738099158,1.972316742,0.444050372,0.086438212,1.100789309,0.214278077,0.66887939,0.130203108,0.480608255,0.093554517,0.300971806,0.058586742,0.127502963,0.024819545,2.014386892,0.39211768,0.04207015,4.910087,0.536978,0.386792,3.040154,0.497896,0.383,0.648398,0.80302906,0,4095,Face-to-Face (HH)*,2095,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Nepali,Nepali,Nepali,0,,,,,,,,8.8,,2.6,4.5,29.4
93,Turkey,Middle East and North Africa,5.131800175,0.039838459,5.20988369,0.15616703,5.05371666,10.12941933,0.826313555,66.90281677,0.608830452,-0.171046436,0.748197377,1.972316742,1.127169251,0.219644026,1.197159171,0.233282499,0.781335294,0.152253647,0.25440076,0.049573396,0.085885569,0.016735953,0.120983243,0.023575205,1.564816713,0.3049255,-0.407500029,5.185689,0.434654,0.350773,2.146152,0.362624,0.4058,0.513677,-0.153718472,0,4059,Face-to-Face (HH)*,2059,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Turkish,Turkish,Turkish,0,,,,,,,,7.3,,5,9.7,20.3
94,China,East Asia,5.123899937,0.025901664,5.174667358,0.101534843,5.073132515,9.688568115,0.798760593,69.2891922,0.898517907,-0.18142575,0.7539711,1.972316742,0.990533412,0.193316307,1.132080674,0.220941214,0.867248535,0.169255556,0.601605117,0.117411566,0.079021044,0.015422051,0.117255554,0.022884044,1.336181879,0.26077439,-0.636134863,5.131434,0.855784,0.18964,2.262859,0.538206,0.425,,0.250864029,0,11499,Face-to-Face (HH)*,3709,3649,4141,Face-to-Face (HH)*,Face-to-Face (HH)*,Landline and Mobile Telephone and Face-to- Face (HH)*,Y to phone,Chinese,Chinese,Chinese,0.05,0.05,0.05,0.05,,Xinjiang and Tibet were excluded from the sample. The excluded areas represent less than 5% of the population of China,Xinjiang and Tibet were excluded from the sample. The excluded areas represent less than 5% of the population of China,Xinjiang and Tibet were excluded from the sample. The excluded areas represent less than 5% of the population of China,9.7,,0.9,9.1,19.2
95,Turkmenistan,Commonwealth of Independent States,5.119100094,0.029379817,5.17668438,0.115168572,5.061515808,9.74803257,0.958966196,62.21170807,0.826457024,0.187671542,0.883691847,1.972316742,1.008963585,0.197097843,1.510476947,0.295066891,0.612448037,0.119639785,0.515236676,0.100649854,0.323129326,0.063122291,0.03350389,0.006544879,1.115337372,0.21787763,-0.85697937,4.620602,0.61221,0.189025,1.198477,0.27107,,,-0.819453239,0,3089,Face-to-Face (HH)*,1089,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"Turkmen, Russian ","Turkmen, Russian ","Turkmen, Russian ",0,,,,,,,,6.7,,4.1,8.7,25.4
96,Bulgaria,Central and Eastern Europe,5.101500034,0.04422117,5.188173294,0.173346519,5.014826775,9.869318962,0.937840343,66.80397797,0.745178163,-0.143908441,0.935585141,1.972316742,1.046554685,0.205146462,1.460578918,0.286303814,0.777776897,0.152460432,0.417820066,0.081901414,0.103833713,0.020353565,0,0,1.294961452,0.25383935,-0.67735529,5.098814,0.639022,0.189091,2.037507,0.341207,0.354667,0.218996,1.120626211,0,3081,Face-to-Face (HH)*,1080,1001,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Bulgarian,Bulgarian,Bulgarian,0,,,,,,,,11.5,,1.4,12,28.4
97,Morocco,Middle East and North Africa,5.094799995,0.05565045,5.203875065,0.218150139,4.985724926,8.940313339,0.592628479,65.89624023,0.772072434,-0.240377247,0.815724611,1.972316742,0.75862211,0.148901254,0.645208478,0.12664059,0.745096922,0.14624655,0.450054139,0.088335978,0.040032551,0.007857531,0.077385604,0.015189135,2.378402472,0.46682941,0.40608573,4.896792,0.638049,0.415982,2.710511,0.543107,0.402667,,0.220491886,0,3022,Face-to-Face (HH)*,1015,1001,1006,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Moroccan Arabic,Moroccan Arabic,Moroccan Arabic,0.03,0.03,0.03,0.03,,Excludes the Southern provinces. The excluded area represents approximately 3% of the population.,Excludes the Southern provinces. The excluded area represents approximately 3% of the population.,Excludes the Southern provinces. The excluded area represents approximately 3% of the population.,2.9,,2.1,7.5,26.1
98,Cameroon,Sub-Saharan Africa,5.084899902,0.067296073,5.216800213,0.263800621,4.952999592,8.118647575,0.700386405,52.7049408,0.763051808,-0.00149645,0.851336598,1.972316742,0.503958046,0.099108745,0.89972645,0.176940838,0.270189553,0.053135668,0.439242482,0.086381736,0.198020101,0.038942773,0.054393422,0.010697049,2.719370842,0.53479339,0.7470541,5.250738,0.642437,0.355642,2.921314,0.521751,0.438333,0.645226,0.628227711,0,3000,Face-to-Face (HH)*,1000,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"French, English, Fulfulde ","French, English, Fulfulde ","French, English, Fulfulde ",0.1533333333,0.2,0.16,0.1,,"Some arrondissements in the Extreme North region, the Northwest region, and the South West region were excluded due to insecurity. Neighborhoods with less than 50 household were also excluded from the sampling. The exclusion represents 20% of the total population. ","The following Arrondissements were excluded were excluded due to security concerns from Boko Haram attacks: Goulfey, Blangoua, Fotokol, Zina, Darak, Hile-Alifa, Waza, Bourrha, Mogode, Koza, Mayo Moskota, Mora, Kolofata, and Tokombere. Departement of Manyu was also excluded due to insecurity. Neighborhoods with less than 50 household were also excluded from the sampling. During fieldwork, the security situation degraded in the Northwest and Southwest as armed groups attacked government troops and civilians, and some localities were excluded as a result. In total, the excluded areas represent approximately 16% of the total population ","Certain localities were excluded due to security concerns from Boko Haram attacks. Goulfey, Blangoua, Fotokol, Zina, Darak, Hile-Alifa, Waza, Bourrha, Mogode, Koza, Mayo Moskota, Mora, Kolofata, and Tokombere. The exclusion represents 10% of the total population. ",12.2,,6.4,3.1,24.8
99,Venezuela,Latin America and Caribbean,5.053199768,0.06428051,5.179189682,0.251979828,4.927209854,8.977793694,0.890408158,66.50534058,0.62327832,-0.169090509,0.837038398,1.972316742,0.770238638,0.152425923,1.348546863,0.266869889,0.76702553,0.151790067,0.271717221,0.05377132,0.087179154,0.017252267,0.063624777,0.012590988,1.74484086,0.34529426,-0.227475882,5.005663,0.759221,0.373658,2.89193,,0.497167,0.2607,-1.859428406,0,3080,Face-to-Face (HH)*,1080,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Spanish,Spanish,Spanish,0.02333333333,0.01,0.01,0.05,,The Federal Dependencies were excluded due to remoteness and difficulty of access. Exclusions represent less than 1% of the population.,The Federal Dependencies were excluded due to remoteness and difficulty of access. Exclusions represent less than 1% of the population.,The Federal Dependencies were excluded due to remoteness and difficulty of access. Some dangerous areas were excluded due to security concerns. The excluded areas represent approximately 5% of the population.,3.7,Name Change,62,1.4,18.6
100,Algeria,Middle East and North Africa,5.005099773,0.044236008,5.09180212,0.173404693,4.918397427,9.537964821,0.803385139,65.90517426,0.466610909,-0.121105164,0.735485137,1.972316742,0.943856001,0.188578858,1.143003583,0.228367792,0.745418549,0.148931806,0.083943799,0.016771653,0.118915014,0.02375877,0.129190654,0.025811804,1.840811729,0.36778722,-0.131505013,5.043086,0.591043,0.292946,1.973943,0.667872,0.276,,-0.456907749,0,3116,Face-to-Face (HH)*,1100,1000,1016,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Arabic,Arabic,Arabic,0.1,0.1,0.1,0.1,,"Sparsely populated areas in the far South were excluded, representing approximately 10% of the population. ","Sparsely populated areas in the far South were excluded, representing approximately 10% of the population. ","Sparsely populated areas in the far South were excluded, representing approximately 10% of the population. ",3.2,,1.5,10.7,25.1
101,Senegal,Sub-Saharan Africa,4.980800152,0.05276908,5.084227562,0.20685482,4.877372742,8.118982315,0.723616004,59.59915161,0.690596163,-0.052335154,0.808785141,1.972316742,0.504061818,0.101200972,0.95459342,0.191654632,0.518391907,0.104078038,0.352400899,0.070751865,0.164397135,0.03300617,0.081865937,0.016436302,2.405123949,0.48287903,0.432807207,4.769377,0.713894,0.247075,1.964082,0.393897,0.402333,0.588928,0.802206039,0,3000,Face-to-Face (HH)*,1000,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"French, Wolof ","French, Wolof ","French, Wolof ",0,,,,,,,,6,,7.9,3.9,30.2
102,Guinea,Sub-Saharan Africa,4.949299812,0.073042229,5.09246254,0.286325455,4.806137085,7.750990391,0.637573481,54.46780014,0.706846774,0.076328471,0.761794448,1.972316742,0.390007734,0.078800588,0.75136596,0.151812577,0.333655238,0.067414635,0.371878058,0.075137509,0.249490842,0.050409321,0.112204559,0.022670795,2.740729809,0.55376112,0.768413067,5.252227,0.743881,0.440438,3.302635,0.603388,0.387,0.591724,1.101907492,0,3140,Face-to-Face (HH)*,1140,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"French, Malinke, Pular, Soussou ","French, Malinke, Pular, Soussou ","French, Malinke, Pular, Soussou ",0,,,,,,,,6.3,,9.1,4.1,30.3
103,Niger,Sub-Saharan Africa,4.909599781,0.077208281,5.060927868,0.302656174,4.758271694,6.842166901,0.617435038,53.50009537,0.759772122,0.013860817,0.722530186,1.972316742,0.108330332,0.022065003,0.703800142,0.143351836,0.298816353,0.060863689,0.435311615,0.088665397,0.208176896,0.042402009,0.137554765,0.028017511,3.017630577,0.61463881,1.045313835,5.164007,0.770558,0.502555,3.5702,,0.36875,0.747924,0.718193531,0,3000,Face-to-Face (HH)*,1000,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"French, Hausa, Zarma ","French, Hausa, Zarma ","French, Hausa, Zarma ",0,,,,,,,,4.6,,10,9.7,33.4
104,Laos,Southeast Asia,4.888599873,0.040268615,4.967526436,0.157853127,4.809673309,8.79858017,0.737502217,58.70992279,0.907213569,0.11137148,0.634679317,1.972316742,0.714693844,0.14619602,0.987391889,0.201978463,0.486378282,0.099492348,0.612027287,0.125194801,0.27266711,0.055776115,0.194273964,0.039740206,1.621152639,0.33161901,-0.351164103,4.859402,0.852214,0.331883,2.161454,0.552091,0.348,,0.013968945,0,4574,Face-to-Face (HH)*,1070,2504,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Lao,Lao,Lao,0.1,0.1,0.1,0.1,,"Excluded Xaisomboun Province, Xayaboury Province and some communes that are unreachable and/or have security considerations. The excluded areas represent approximately 10% of the population. ",Excluded Xaisomboun Province and some communes that are unreachable and/or have security considerations. The excluded areas represent approximately 10% of the population.,"Xaisomboun Province and some communes from Phongsaly, Luangnamtha,Oudomxay, Bokeo, Luangprabang, Huaphanh, Xayaboury, Xienkhuang, Saravane, and Sekong were excluded due to remoteness or security issues.The excluded areas represent approximately 10% of the population. ",8.6,Name Change,6.8,4,24.8
